BaseSeed,OriginalSeedSubset,NoiseSeed,TargetSNR_dB,AchievedSNR_dB,Method,CMean_mps,CStd_mps,CMin_mps,CMax_mps,RhoMean_kgm3,RhoStd_kgm3,Corr_C_Rho,Raw_NRMSE,SI_NRMSE,Correlation,SSIM,CNR,SBR_dB,ScaleFactor,Signal_RMS,Background_RMS,Runtime_s,RuntimeDefinition,ReconstructionPhysicsModel,FiniteApertureTreatment
1,1,300001,15,15,CF-DAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.998840463131133,0.670840959927442,0.740441621057962,0.875603604818786,1.17777889742288,25.7726319467001,474.078127487814,0.00142718364672423,7.34257283792353e-05,0.1677381,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,15,15,SCF-DAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.999882515071204,0.94706853481972,0.319940312957154,0.894883459742845,0.341846448006671,28.689636643718,876.780280257254,0.000341117616392767,1.25436034569895e-05,0.1853003,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,15,15,DMAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.998201432764741,0.85920616813482,0.510767197317204,0.3792583537059,0.714353860358991,20.0926767446965,145.16998669528,0.00291616452429707,0.000288521502498691,0.2069897,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,15,15,DS-DMAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.999319703731598,0.93073565973462,0.351187916451604,0.868582478422862,0.423753954569275,20.5905728621529,196.143392707473,0.00157315156380642,0.000146974476922565,2.1880454,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,15,15,TR,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.777659350513974,0.694351055853028,0.729130571637452,0.640425283757208,2.32665751676298,17.0300368291458,1.94785981554435,0.27292908807199,0.0384191703926386,26.936941,direct_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
1,1,300001,20,20,DAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.985301588148618,0.675913590502485,0.744138355579251,0.697283667485443,2.16089762287874,17.9677272259396,36.7190257731033,0.0154372754449612,0.00195067218793027,0.0881864,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,20,20,CF-DAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.998840423871414,0.670693250501462,0.740598280279731,0.875823346859289,1.17775122109496,25.7688357328547,474.233055985931,0.00142705368355655,7.34511372280841e-05,0.0885469,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,20,20,SCF-DAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.999881823068029,0.947182891123118,0.319684683147039,0.894415999314869,0.342114879046418,28.3889874173039,869.810409562203,0.000342669674854857,1.3044465894481e-05,0.1152275,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,20,20,DMAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.998208677023841,0.860810290589534,0.507712850615269,0.389220902424513,0.708999542103219,20.0513103421815,144.216904961793,0.00291645420941046,0.000289927656378628,0.1376209,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,20,20,DS-DMAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.999316714848355,0.931439172114656,0.349092817394421,0.866695205152007,0.42211139436812,20.4807924830948,193.365531493558,0.00158311804488289,0.000149786845615607,2.355202,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,20,20,TR,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.777636323496848,0.694094465039771,0.729412253701233,0.648869296064236,2.32763979436817,17.0366045830277,1.94963659681542,0.272853047211237,0.0383794351912902,26.3316184,direct_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
1,1,300001,30,30,DAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.985308594596611,0.675447611218445,0.744804473156089,0.722488376860663,2.16155679314358,17.9812764813514,36.7798386538353,0.0154288522305218,0.00194656896768863,0.0621764,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,30,30,CF-DAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.998840961540268,0.67078296621085,0.740537098326083,0.875883569891441,1.17717771880296,25.7577689802992,474.349255976952,0.00142652940561332,7.35177622373762e-05,0.0622262,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
1,1,300001,30,30,SCF-DAS,1500.00000002649,19.9999998973256,1446.99853515625,1558.70043945312,999.999999910593,14.999999950457,0.090634572482917,0.999881026057521,0.947192585316896,0.31941122396336,0.895837574788596,0.341968399454925,28.2044053524713,863.826144942975,0.000344191581341382,1.33838165746755e-05,0.098357,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
